id,name,overall elo,auto elo,teleop elo,fuel elo,takeoff elo,gear elo
frc1817,Llano Estacado RoboRaiders,1066.0177551379513,1013.5323399434883,1024.4626581090056,1023.9002469617243,1036.8959084423702,1024.4626581090056
frc4941,RoboBibb,1065.9863833655209,977.3012690383729,976.9214185377971,989.3072585093361,1009.8989715930297,976.9214185377971
frc6001,CIP,1065.6711612175156,1058.1999915543674,1066.8430763223853,1002.1308255795298,1057.9978868185754,1066.8430763223853
frc540,TALON 540 Godwin Robotics,1065.3705402099035,996.2953874105158,996.2953874105158,979.4901387684407,1007.9171628858295,996.2953874105158
frc525,Swartdogs,1064.415562187839,998.4745048158508,1008.3107574515989,1000.694574891347,1029.4309218507667,998.5912993591545
frc283,The Generals,1063.8211980190695,1025.5169058015365,1025.5169058015365,995.5097659969656,1043.8163008174004,1025.5169058015365
frc2987,Rogue Robotics,1063.055971005242,1030.6985605730833,1020.270443086148,1023.4868888092833,1041.1631335074342,1020.4975933555165
frc5150,Hybrid Hornets,1062.7271996580544,1018.0408583160063,1018.149191556379,1013.4665071641907,1018.6930098720454,1018.149191556379
frc4525,Renaissance Robotics,1062.711650109937,1018.0280776520171,1017.8957028800761,978.2787027500423,1008.2096246800655,1017.7683966782549
frc4728,Rocori Robotics,1062.135871194778,985.032484253028,985.0351181235859,993.671354681047,977.3852214614033,985.0351181235859
frc3036,DROBA Warriors,1060.9067880679715,958.2206645295379,958.5690374777558,983.3474728712965,977.7848983028341,958.3381486736062
frc5205,CHS FullMetal-Jackets,1059.7802310550876,1031.1785568873206,1012.1353744036143,981.5473922605614,1012.6925131016254,1012.2281156801427
frc2512,Duluth East Daredevils,1058.226666078144,1009.5001055116195,1000.5910328711581,966.1665170774729,1022.9457209438013,1009.719083752197
frc6613,Gogebic Range Robotics,1057.7461602298179,1058.1680827108828,1058.0491533460636,992.1690843996251,1056.4918795988647,1058.1612407195917
frc3478,LamBot,1057.608358166802,1023.681601626402,1023.6457517479257,1066.247278317564,1016.4189973944667,1023.6457517479257
frc4003,TriSonics,1057.6031518978534,1007.5644898618779,1007.708845180774,1009.3322241647719,1020.8343469318172,1007.6049840339809
frc2052,KnightKrawler,1057.538793715154,1043.4459875167465,1043.6635604972878,1069.1130957526275,1043.7387728503438,1043.6635604972878
frc1075,Sprockets,1056.548829209317,987.8236829194979,987.8232670929461,990.5111732024135,988.0996430404803,987.703266623204
frc4539,KAOTIC Robotics,1056.2121785009385,1102.555945084684,1092.9676250168877,1069.9010368435368,1102.200102696761,1092.9676250168877
frc1294,Top Gun,1056.0642376734263,1001.8521527133665,991.3007910360298,999.8574511895894,1013.1868420432437,991.3007910360298
frc5716,Keybot-HGO,1055.8079817450946,999.4415692473907,998.9805041892074,989.8658887588383,999.2191191279652,998.9805041892074
frc894,THE POWER CHARGERS,1055.6794434250035,986.8691138132535,986.8705970504132,1000.7273158727274,981.968535612492,986.8705970504132
frc624,CRyptonite,1055.3902628247165,978.3026730816279,977.5978905840417,1027.096198717748,992.0562092259282,977.5978905840417
frc5587,Titan Robotics,1054.7211247125952,990.6079481953094,990.6079481953094,1000.1686972409053,1011.6914462369458,990.6079481953094
frc587,Hedgehogs,1054.5545203869908,985.7398428932682,985.7398428932682,997.8706192295095,1010.9199136548673,985.7398428932682
frc5501,Bobcats,1053.6940702492795,1017.9089693484237,1017.7305559069605,1047.431844371714,1026.4487050550224,1017.5173453687487
frc5950,Trojans,1053.6199631172028,968.0330544967183,968.0330544967183,967.4356898343615,979.0787347963793,968.0330544967183
frc5854,GLITCH,1053.3181439386037,986.9201677626314,986.9201677626314,997.5879494954842,987.4355785768169,986.9201677626314
frc2960,automation nation,1053.0941101794085,1038.8465804279037,1038.4457386591134,1067.0173829948676,1064.2159214601156,1038.4457386591134
frc2481,Roboteers,1052.9948126473485,1007.9599481590617,1008.2245917860864,1063.7336254074933,1019.4492837018613,1008.2245917860864
frc95,Grasshoppers,1052.4864490474229,987.4057024837465,987.2563559856627,990.8143973415027,1008.3043148025574,987.3889616154609
frc233,The Pink Team,1052.3363472930064,995.0271182845015,983.272317834042,1043.2017181059232,996.1706366027285,983.272317834042
frc772,Sabre Bytes,1051.4574090517795,963.4092933058009,963.5336460825087,987.809263123329,1005.9659044196088,963.5316247515648
frc2202,BEAST Robotics,1051.3605430979503,953.8237466565349,953.8163251541338,981.7853055208744,962.6968140832029,953.8209377156376
frc6404,Brazilian Storm,1051.0727310924935,943.7329393908408,952.2630044568787,960.6853241306771,933.8952036739263,952.2630044568787
frc3472,Buluk,1050.8484463178086,1005.3702066687599,1016.2753650986963,1047.7223921042612,1008.1342604481449,1016.2753650986963
frc3527,Tec Balam Esmeralda,1050.1577704331582,1035.4350234374688,1016.4105833876689,986.0354895132546,1007.1841888408857,1016.4105833876689
frc3737,Roto-Raptors,1049.8328798855125,1022.7553676068894,1032.478526373483,1000.7879315566744,1029.8662063386332,1022.7466661599996
frc4174,Mustangs,1049.1993363311626,991.6075723708592,991.5024453205398,996.964867223478,991.2693207567231,991.6019136771589
frc3755,Dragon Robotics,1048.8967133891217,1031.4968130325076,1031.4926600766973,986.424956326998,1031.469060157413,1031.4926600766973
frc2084,Robots by the C,1048.689931831103,1009.270422971487,1009.2644125556798,1009.3244161531181,1000.7033141315476,1009.2659933444376
frc5204,Robocats,1048.3019021215607,1005.6923968228724,1006.0691311630666,1002.1634659559338,1036.3763068886901,1006.0712717382731
frc4951,CDS Cyclones,1048.1020293370836,1008.8158414403601,1009.0701318621898,999.272351934875,1030.6394717153985,1019.0141113141957
frc620,Warbots,1047.5869296984818,986.4810070106249,986.4810070106249,1000.3635678206899,999.2979438113532,986.4810070106249
frc3313,Mechatronics,1047.4660502394647,995.1585199364253,995.3780222529246,1012.833178318679,1036.6852485083245,995.1545398609923
frc2907,Lion Robotics,1047.299521459818,999.4251474699187,999.4236717427395,999.467711155374,1011.1528693995969,999.4236717427395
frc1529,CyberCards,1046.8537269726194,1001.3349621114897,1001.3349621114897,999.2380295342679,1023.8260529703607,1001.3349621114897
frc341,Miss Daisy,1046.5982771207523,1000.7929511599701,1000.7929511599701,1000.367160838873,1033.2368317095247,1000.7929511599701
frc1747,Harrison Boiler Robotics,1046.2475285736857,933.4471725474943,945.0490776038075,967.2434665068945,966.2860292587501,933.4471725474943
frc4915,Spartronics,1045.9569442081545,1000.0223591690892,1000.0236721887075,1022.4322384267199,1011.2244053087355,1000.0236721887075
frc3459,Team PyroTech,1045.6734916387804,997.844186892063,998.0738373441528,976.9399900685904,1000.3554642887763,997.9611400808814
frc1080,Resurgence Robotics,1045.4647274271556,1020.4579319284699,1020.4579319284699,1011.3161198358234,1021.7862931225859,1020.4579319284699
frc708,Hatters Robotics,1045.4595608508478,1022.7219514586258,1022.7219514586258,1020.5370927256948,1023.0900820627289,1022.7219514586258
frc2607,The Fighting RoboVikings,1045.0772811353995,1043.318950218148,1043.318950218148,988.1661710795798,1032.399921874759,1043.318950218148
frc1816,"""The Green Machine""",1044.736634342718,976.2856667041268,976.159464990068,1021.6973425773983,998.4733721433638,976.159464990068
frc2503,Warrior Robotics,1044.5723526772942,981.561859923661,981.8080768504014,983.0061868852094,982.5256730805203,981.8080768504014
frc4561,TerrorBytes,1044.422431477058,976.851915080825,976.9842467522299,1011.6829026495872,1010.5256000723995,977.0931912894374
frc461,Westside Boiler Invasion,1044.1894544620575,1002.1605164101119,1002.1605164101119,1012.5989089425232,1012.1145746879312,1002.1605164101119
frc5129,Digital Devils,1044.1286105490578,1001.2401849797807,1001.2401849797807,988.6731081739847,1012.3907400945861,1001.2401849797807
frc2046,Bear Metal,1044.016831898415,975.5798125674136,975.8278204147624,988.279564575203,986.8493519325658,975.8278204147624
frc6498,Castle High School,1043.5633976711674,976.7943396599616,976.7943396599616,977.3258628985848,987.6944528614321,976.7943396599616
frc5188,Area 5188 : Classified Robotics,1043.4829552649408,1001.7456194920364,1001.7456194920364,1000.9956650599848,1010.8921848438281,1001.7456194920364
frc3847,Spectrum,1042.5446879909186,1035.4997424715486,1035.4841072161862,984.6150317638292,1036.3439759635194,1035.4841072161862
frc125,NUTRONs,1042.2801933335165,956.5018374809551,963.5980340359326,1030.8522845419593,962.8776707933312,963.5980340359326
frc78,AIR STRIKE,1041.8117945208085,1007.5511841698874,1016.3850391119294,1027.725286030763,1017.6942089911834,1016.5125805217664
frc1418,Vae Victis,1041.3043209540585,985.052589882048,985.052589882048,1009.7099021667076,996.8696776075217,985.052589882048
frc1481,The Riveters,1040.8671096067308,930.4005299808694,930.6809044596927,982.2001120962614,922.5988544331478,930.6809044596927
frc5511,Cortechs Robotics,1040.8352489867555,998.4728428749329,998.0960844721923,991.1984906660672,1007.535606469787,998.2269312491749
frc1701,RoboCubs,1040.0385544736248,1049.7624963499418,1057.5643559047605,1004.1628766246575,1058.2679659969292,1057.5643559047605
frc509,Red Storm,1039.6908896779846,995.3639425174711,995.1454816567331,989.8663652283581,986.8544712936223,995.1454816567331
frc5887,IMPERATOR,1039.6846192565963,1029.4805650584206,1029.962030172276,987.9458274530317,1033.3780719169995,1029.962030172276
frc1744,Robo Rays,1039.3635477769412,1017.3932537088284,1017.5145058322869,1000.8471525591615,1018.011518602643,1017.5145058322869
frc5519,LASS Robotics,1038.8917239101895,996.4183918838512,996.2935100572333,1012.2052156578262,1013.2964097752186,996.4233079363931
frc5913,Patriotics,1038.495819724531,953.9113623876677,963.1267548220978,991.400055068654,963.8770246211495,963.1267548220978
frc6318,FE Freedom Engineers,1037.7247509801803,960.3991822354769,960.0687218929119,969.721198531164,970.8758234548775,960.0687218929119
frc418,Purple Haze,1037.5750666802646,1000.430604879723,999.8141315551717,978.5474438827146,1000.4897131033581,999.8141315551717
frc6720,Walker-Hackensack-Akeley,1037.071517973508,999.7055878084201,999.8257515742529,1022.0496846217701,1030.8029732515502,999.8257515742529
frc5299,Winger Tech,1036.8596285992867,981.3549736088369,981.23913006547,979.6897971435714,980.8973402397669,981.23913006547
frc1683,Techno Titans,1036.1870226831302,988.0495079057623,986.2081652427892,989.8292661443163,977.304119799696,986.2081652427892
frc2227,Tigers,1035.9877082371152,970.1483746991933,970.2710549542417,1007.4504041421034,970.6171864412665,970.2710549542417
frc2264,Wayzata Robotics,1035.9521223520737,946.2431273542161,946.2487384216942,986.5515065014125,956.1023748886839,946.2487384216942
frc3538,RoboJackets,1035.8672799644055,1011.3374162448831,1011.3403936616929,1033.4659171042313,1000.7936332041681,1011.3403936616929
frc2468,Team Appreciate,1035.6325679540694,1025.5523405231222,1036.10954665425,991.442345764513,1022.46143648602,1036.10954665425
frc1002,The CircuitRunners,1035.2872230003563,1021.2191551287088,1031.3777300282431,1021.1531269975425,1009.7044843897286,1031.3777300282431
frc5735,Control Freaks,1035.2719037117492,945.165851670757,945.2767604463799,978.570302466131,978.17592923105,945.2782990409459
frc2994,ASTECHZ,1035.2222687413846,985.033295083435,984.9099393464386,988.3094128890705,988.1202526235264,985.1528920369726
frc6098,bIrobot,1035.1783616050373,1018.9293081601486,1008.510445153235,1017.1023742152435,1036.4109522093058,1008.510445153235
frc815,Advanced Power,1035.1629028128905,1020.241575718052,1020.488824279942,995.3546743779619,1019.0669011473334,1020.488824279942
frc830,The RatPack,1035.1461071738654,1022.290036023235,1022.4238944841143,1000.3601970992304,1015.6175073444513,1022.5476881539415
frc6763,FUSION,1035.094964000464,985.9456141368146,985.9785053152043,976.446514092123,1018.4619318186158,985.8476629652401
frc4557,FullMetal Falcons,1034.9151594184252,988.8428671908047,988.8428671908047,999.366778257987,1011.7392665198817,988.8428671908047
frc3122,The Alluminators,1034.7715493498633,1010.0786743368782,989.802796130667,1002.3064861915859,1010.7458761177157,999.5308143027415
frc1731,Fresta Valley Robotics Club,1034.658693649444,991.3716632222593,991.3716632222593,990.2741748393363,991.4222783999372,991.3716632222593
frc4181,Quack Attack,1034.5888560197313,976.8434439555939,976.8434178905723,999.6370129002771,986.1961871806881,976.8434178905723
frc2067,Apple Pi,1034.5382809464668,1008.8458402170373,1008.8458402170373,999.3326655427657,1008.7215788362776,1008.8458402170373
frc5803,Apex Robotics,1034.5001808663217,976.8676911138975,964.9875425410614,978.2888550092059,965.242657334,964.9875425410614
frc435,Robodogs,1034.4457640244993,1023.1070668419392,1022.8878766882596,1002.2797022604615,1032.9998364117832,1023.2185553872949
frc4749,Pisgah Robotics,1034.3664517709142,990.5649018057638,991.921626659184,999.7539009728081,988.3522415726737,991.921626659184
frc467,The Colonials,1034.2128463750014,988.9503765399415,988.955794342978,978.256643593326,999.2023644737567,988.9526566542352
frc4309,4-H Botsmiths,1034.059354041104,1000.649946368038,992.2263297253353,987.0050994177172,982.9599116461159,992.303235520217
frc1895,Lambda Corps,1033.9289126454464,1008.9737222542229,1008.9737222542229,978.009885077561,1009.2528519680028,1008.9737222542229
frc3464,Sim-City,1033.777537459364,964.7195938565914,964.7195938565914,988.9310521180889,964.8599043873264,964.7195938565914
frc176,Aces High,1033.676924344767,975.9061402574816,975.9061402574816,1010.5422811966055,999.1827441729388,975.9061402574816
frc4495,Kittitas County Robotics/ Team Haywire,1033.6714832378295,944.5834734415469,944.3928454349807,1009.0660095857515,963.7192731639013,944.6676618075849
frc2534,Lumberjack Robotics,1033.5503551600373,979.441615541375,979.441615541375,1010.677050702425,980.964591987685,979.441615541375
frc5422,Stormgears FRC,1033.5130548733212,1035.553281981497,1035.4988981744864,1034.5981142594276,1013.1408311457466,1035.6351135297907
frc195,CyberKnights,1033.4657930594374,1032.0057587767856,1032.0057587767856,999.0708615699907,1033.3211513366048,1032.0057587767856
frc5687,The Outliers,1033.250122292714,974.2816464345311,974.1808048319574,989.6246451457968,1013.2716687077929,974.1793125310369
frc177,Bobcat Robotics,1033.1785626204353,1012.4255676750437,1012.4255676750437,999.6151339424435,1023.7236822811684,1012.4255676750437
frc6606,PINK HAWKS,1032.868875861347,1021.3726532742752,1021.030101444912,999.8785217300532,1007.2174926550473,1021.030101444912
frc4908,Duxbury Dragons,1032.6757063348928,984.758429852963,996.4764312014928,1010.4041384809245,1008.8532895516196,984.7531156030745
frc2641,PCCR,1032.5936268603057,1020.7240683334896,1021.3828361351395,990.5004725906699,1034.183077781819,1021.3828361351395
frc1086,Blue Cheese,1032.506959569126,991.7960181585191,991.7960181585191,968.4349043809675,991.7809639364525,991.7960181585191
frc4910,East Cobb Robotics,1032.2919262699033,1012.0079609344953,1012.111981240513,990.1613600442856,1033.0892421922597,1012.111981240513
frc4681,Murphy's law,1032.0963353318389,1020.6235181025949,1008.9823640245861,999.7692913838229,1020.5668577809438,1008.9823640245861
frc3683,Team Dave,1031.8327275354427,991.7981053808978,991.9289677345837,989.6750309075335,989.8434060388283,991.9291967945887
frc6328,Mechanical Advantage,1031.7399289426169,1009.8635984198662,1009.9710477342264,1021.34888198527,1009.4473971951521,1009.8329528510998
frc6350,The Enumclaw Hornets,1031.6925894337558,1037.0869904283427,1036.9716919725743,1035.289813806373,1036.0711682771362,1036.9716919725743
frc3158,TECBOT,1031.6631205447109,957.5958584355129,957.0585544115016,992.2789348456046,984.7283901284364,957.0585544115016
frc3535,Galaktech Invaders,1031.2110525646146,975.359269899605,975.3701358581975,1007.6510666590764,962.8384347798744,975.3701358581975
frc623,Cougar Robotics,1030.8874048257733,1008.7414824951683,1008.7414824951683,999.7814030268271,1010.2675463884809,1008.7414824951683
frc5293,Metal Crusaders,1030.8663996410332,999.3231425752963,1011.3967650078663,999.9669185143929,1043.576442001318,1011.3967650078663
frc5036,The Robo Devils,1030.799664258673,967.1083927101738,966.9871252419176,990.1108821143055,979.36462751551,967.1085309165987
frc6334,Aluminati,1030.7191101090248,1011.2420227794729,1011.2420227794729,998.948027387014,1000.2997373102266,1011.2420227794729
frc4472,SuperNOVA,1030.6332231069468,985.2021438641882,985.2021438641882,1009.9313547382194,998.6317121667671,985.2021438641882
frc1289,Gearheadz,1030.6153721939502,989.0811245158267,999.4195518842465,988.4557235273932,978.1065716948913,999.2861766448431
frc1831,Screaming Eagles,1030.6096115250311,1039.6401786324707,1030.1447733551015,1010.7212137860107,1030.3359946641374,1030.1446597932356
frc2614,Mountaineer Area RoboticS (MARS),1030.5889019501915,998.4588636988858,998.4588636988858,1002.1857587590756,1018.7380105639861,998.4588636988858
frc3072,Backwoods Bots,1030.522118199117,1012.5621829395898,1012.5621829395898,1001.1206961797633,1012.1788468406094,1000.5621829395898
frc4242,Fresh T.E.C.H.,1030.3217169607065,989.8456669592672,989.8456669592672,1010.6957285207449,1002.4454563638454,989.8456669592672
frc4547,WestyTek,1030.2565006881146,1016.8703103113115,1016.8703103113115,999.2422144366926,1030.3272586674248,1016.8703103113115
frc1262,the STAGS,1030.0296983752933,1007.9891541121592,1007.9891541121592,988.6361677127893,1019.4610152931045,1007.9891541121592
frc4505,McDonogh Robotics,1029.7556300785977,984.5218333272993,984.5218333272993,976.3910515394404,986.8336560314151,984.5218333272993
frc27,Team RUSH,1029.6533693660233,1028.4927065290979,1028.5080333881099,985.0160872692845,1052.0824127907592,1028.6052822515
frc4188,Columbus Space Program,1028.8720792717634,990.5363004456985,991.7946654382039,1000.3791384542714,989.3396018030194,991.7946654382039
frc4859,The CyBears,1028.8471049031966,972.6622361172754,972.9078858027912,977.9904580799491,996.0950629103856,972.7887918388376
frc4946,ALPHA DOGS,1028.649362113367,989.3618234839455,989.3602199341386,1020.3285688615912,1001.7418658343986,999.3126200261565
frc2152,S*M*A*S*H,1028.4928237686647,964.0179515637301,964.0334621977227,991.1031522488071,964.3765767491194,964.0334621977227
frc3723,TEKnights,1028.4200241613887,989.2310016811243,988.8806409752415,988.1191964967729,999.9303294230969,989.1111087380885
frc6339,Pelican Falls First Nation High School,1028.151652874963,984.37717616302,984.6257889876072,987.767303065958,996.8729923219236,984.6241989348262
frc4020,Cyber Tribe,1028.0600656107301,1001.9895932403334,1001.9895932403334,990.6363506466452,1002.84194435419,1001.9895932403334
frc2393,Robotichauns,1027.9588321181423,1020.8726062554417,1020.8726062554417,1013.6347855145868,1029.9585059146223,1020.8726062554417
frc4810,I AM Robot,1027.9126459731017,1012.7355386764671,1012.8121535340118,1005.5969477534535,1014.40699627797,1012.8121535340118
frc4471,SPARTRONS,1027.871540236301,1007.2142169004181,1007.9558005448527,1001.1289433644056,1017.4993398221295,1007.9558005448527
frc4980,Canine Crusaders,1027.8304202391732,986.0536857881547,986.1526032011589,983.800319131222,973.0278671040074,986.0499746814828
frc548,Robostangs,1027.6328808051194,998.0438767646235,998.0345508839195,989.2000585087675,1015.614580300332,998.0345508839195
frc2352,Metal Mayhem,1027.254498402182,989.5786356833804,989.0918536703543,999.2876660022,1011.990494738745,989.0918536703543
frc694,StuyPulse,1027.1809852426723,1011.2242522118602,1011.4072766027595,990.2241028318983,1002.0149386700697,1011.4072766027595
frc5031," Mustangs",1026.6236071324165,1010.8553606494536,1010.8619223756871,1010.3253352570773,1018.3941250988383,1000.7918883005057
frc6388,WonderWorks Robotics,1026.4571527902817,990.5003292498665,971.0670442412932,1016.7528556061816,1009.5141854341518,971.0670442412932
frc3102,Tech-No-Tigers,1026.024331760162,982.00751496637,982.1256909571592,974.5236010253993,991.8413467417498,982.1256909571592
frc263,Sachem Aftershock,1025.9437878720732,1032.032972591578,1042.4398379464658,1011.1036938170786,1068.5087107809914,1042.4398379464658
frc5161,"Trojan Technicians ",1025.7521686939053,1024.1406962929118,1024.5596769517267,990.1534321986418,1002.4770067695226,1024.557774112259
frc5256,Atomic Vikings,1025.7144027571883,1016.4700631617771,1008.077681322057,999.8063483813552,1032.4174367125067,1008.0744173681798
frc5215,Steagles,1025.7016168539005,1029.4075109036564,1029.520900123702,1028.4942910849802,1047.530531315628,1029.520900123702
frc3489,Category 5,1025.4750663266836,1039.7985518077207,1039.7985518077207,1020.0966343277108,1032.1337125130624,1039.7985518077207
frc4401,CETMOV,1025.4599943953635,1033.6371527563076,1024.5853766632142,979.4778914831423,1018.1145859445444,1024.5853766632142
frc4125,Confidential,1025.3069933239992,985.1454627025123,985.2517690490458,964.5906955386893,985.1405532894546,985.0448247193482
frc1143,Cruzin' Comets,1025.252094598459,979.8911082665641,979.8911082665641,1001.4296910039627,978.3431483310472,979.8911082665641
frc5467,RoboTractors,1025.1048128475443,937.3019081935608,937.9141731986043,997.1724522098903,929.7632897154521,937.9141731986043
frc2224,RoboPhoenix,1025.0369200982902,1023.6658039583947,1023.5504380214306,988.9749318741622,1013.815681531734,1023.5504380214306
frc94,The  Ninetyfouriors,1025.0176780415677,987.3220867864536,978.4543850687111,994.4480234030086,996.5462832383316,978.4543850687111
frc3042,Cobalt Catalysts,1024.9061405122363,979.9920685011947,979.8690294716538,960.4983939305023,979.5228218905337,979.8690294716538
frc4939,Allspark9,1024.5235441278114,963.090532416971,962.9632829205425,999.6324269707638,943.5623663294098,963.213418883109
frc5684,Iron Mechs,1024.4382621248976,996.169435250211,996.169435250211,988.0288128952293,987.5362716762032,996.169435250211
frc1024,Kil-A-Bytes,1024.3755036648756,1021.4644688261461,1021.4644688261461,1031.3796087591911,1022.7978541618578,1021.4644688261461
frc4262,RoboHawk,1024.3532970055649,979.641640945891,958.7825936074129,1000.2650804362515,968.0709055409367,958.7825936074129
frc5067,Steiner Steel Storm,1023.9566577590238,1040.9779583191942,1041.0988704704312,1017.1635429515292,1042.4001469976756,1041.0988704704312
frc4748,Bulldog Autobots,1023.9280292178553,1022.4053799155221,1022.4053799155221,999.8200989568264,1022.0304448581875,1022.4053799155221
frc1051,Technical Terminators,1023.9221259474322,999.1498750755048,999.1498750755048,988.7748058525891,997.9873745785148,999.1498750755048
frc1102,"MAiken Magic ",1023.8543081201012,999.7430719132377,999.7430719132377,1042.3920853800541,978.1618027722752,999.7430719132377
frc6758,"Otternauts ",1023.7304083798311,1018.2327430379515,1008.5045799506014,1000.4676727073455,1008.1100701792753,1018.2347177333548
frc5866,Fe [Iron] Tigers,1023.7117508525573,1032.6930102896836,1021.5108097581003,968.0603721846627,1023.4574002492187,1021.5108097581003
frc4624,Rebel Alliance,1023.7088280548769,996.9170395977686,996.9162810371977,1029.094412633001,999.5763416459511,996.9108601324367
frc3134,"The Accelerators ",1023.6403354863417,982.5558185285494,982.4298819675214,1003.380285800754,992.3957726709795,982.4298819675214
frc1721,Tidal Force,1023.578035055688,988.2793866352632,976.4127664472172,1000.0015904991523,988.5476837131098,976.4127664472172
frc5404,Gearaffes,1023.5493482064768,978.2687381658656,978.2687381658656,989.4350518061036,1000.9087019350582,978.2687381658656
frc1519,Mechanical Mayhem,1023.449139443377,1000.550860556623,1000.550860556623,999.9983726989952,1012.0,1000.550860556623
frc2342,Team Phoenix,1023.4481155400076,1000.5518844599924,1000.5518844599924,999.9984297036409,1012.1381490018675,1000.5518844599924
frc3796,Technical Assassins,1023.2055911915353,1021.9458516571648,1021.7152796358739,998.7486389050365,1002.0868629555407,1022.0572868835355
frc5428,Breaking Bots,1023.1998169002793,992.381474772151,992.5103263292742,1010.6887697160494,982.4889997471174,992.3878897421621
frc4761,The Robockets,1023.1782587492994,1000.6883487148511,1000.554955148994,1000.1333433766658,1012.0047708430001,1000.554955148994
frc2180,Zero Gravity,1023.0945047362374,977.4167355098069,977.4167355098069,1000.119714714476,988.3449477955862,977.4167355098069
frc5998,E.A.R.L and the Chillbots,1022.9545898227578,1001.5877436824879,1001.593512200808,981.2520432848743,1001.4848819198136,1001.593512200808
frc4982,Olympus Robotics,1022.7247487050436,1002.6599185516002,990.6599185516002,1021.839523245884,1001.9978210026077,1002.6599185516002
